Time,Time Code,Country Name,Country Code,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+) [FX.OWN.TOTL.ZS],"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+) [FX.OWN.TOTL.FE.ZS]","Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+) [FX.OWN.TOTL.MA.ZS]","Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+) [FX.OWN.TOTL.OL.ZS]","Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+) [FX.OWN.TOTL.40.ZS]","Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+) [FX.OWN.TOTL.PL.ZS]","Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+) [FX.OWN.TOTL.60.ZS]","Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+) [FX.OWN.TOTL.SO.ZS]","Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24) [FX.OWN.TOTL.YG.ZS]","Automated teller machines (ATMs) (per 100,000 adults) [FB.ATM.TOTL.P5]",Average transaction cost of sending remittances from a specific country (%) [SI.RMT.COST.OB.ZS],Average transaction cost of sending remittances to a specific country (%) [SI.RMT.COST.IB.ZS],Bank capital to assets ratio (%) [FB.BNK.CAPA.ZS],Bank liquid reserves to bank assets ratio (%) [FD.RES.LIQU.AS.ZS],Bank nonperforming loans to total gross loans (%) [FB.AST.NPER.ZS],"Borrowers from commercial banks (per 1,000 adults) [FB.CBK.BRWR.P3]",Broad money (% of GDP) [FM.LBL.BMNY.GD.ZS],Broad money (current LCU) [FM.LBL.BMNY.CN],Broad money growth (annual %) [FM.LBL.BMNY.ZG],Broad money to total reserves ratio [FM.LBL.BMNY.IR.ZS],Claims on central government (annual growth as % of broad money) [FM.AST.CGOV.ZG.M3],"Claims on central government, etc. (% GDP) [FS.AST.CGOV.GD.ZS]",Claims on other sectors of the domestic economy (% of GDP) [FS.AST.DOMO.GD.ZS],Claims on other sectors of the domestic economy (annual growth as % of broad money) [FM.AST.DOMO.ZG.M3],Claims on private sector (annual growth as % of broad money) [FM.AST.PRVT.ZG.M3],"Commercial bank branches (per 100,000 adults) [FB.CBK.BRCH.P5]",Consumer price index (2010 = 100) [FP.CPI.TOTL],DEC alternative conversion factor (LCU per US$) [PA.NUS.ATLS],Deposit interest rate (%) [FR.INR.DPST],"Depositors with commercial banks (per 1,000 adults) [FB.CBK.DPTR.P3]",Domestic credit provided by financial sector (% of GDP) [FS.AST.DOMS.GD.ZS],Domestic credit to private sector (% of GDP) [FS.AST.PRVT.GD.ZS],Domestic credit to private sector by banks (% of GDP) [FD.AST.PRVT.GD.ZS],GDP deflator (base year varies by country) [NY.GDP.DEFL.ZS],GDP deflator: linked series (base year varies by country) [NY.GDP.DEFL.ZS.AD],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Inflation, GDP deflator: linked series (annual %) [NY.GDP.DEFL.KD.ZG.AD]","Interest rate spread (lending rate minus deposit rate, %) [FR.INR.LNDP]",Lending interest rate (%) [FR.INR.LEND],"Listed domestic companies, total [CM.MKT.LDOM.NO]",Market capitalization of listed domestic companies (% of GDP) [CM.MKT.LCAP.GD.ZS],Market capitalization of listed domestic companies (current US$) [CM.MKT.LCAP.CD],Monetary Sector credit to private sector (% GDP) [FM.AST.PRVT.GD.ZS],Net domestic credit (current LCU) [FM.AST.DOMS.CN],Net foreign assets (current LCU) [FM.AST.NFRG.CN],"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]",Real effective exchange rate index (2010 = 100) [PX.REX.REER],Real interest rate (%) [FR.INR.RINR],"Risk premium on lending (lending rate minus treasury bill rate, %) [FR.INR.RISK]",S&P Global Equity Indices (annual % change) [CM.MKT.INDX.ZG],"Stocks traded, total value (% of GDP) [CM.MKT.TRAD.GD.ZS]","Stocks traded, total value (current US$) [CM.MKT.TRAD.CD]","Stocks traded, turnover ratio of domestic shares (%) [CM.MKT.TRNR]",Wholesale price index (2010 = 100) [FP.WPI.TOTL]
2022,YR2022,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,32.4367762943485,..,..,71.158474307634,1856901734.6,0.181967367186715,2.14789417781547,1.11160207337028,-1.12564197345882,..,-0.602310538488563,-0.486531389832485,19.7148736399818,118.023833167825,2.7,1.35908325,975.097650233498,..,42.1569401386457,42.1569401386457,104.466444618809,104.466444618809,5.66009779226552,3.40404091410261,3.40404091410261,6.03290525,7.3919885,..,..,..,42.1569401386457,1086060035.01,1001564459.87045,2.7,106.190526699512,3.8566651270526,..,..,..,..,..,..
2022,YR2022,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,..,70.6365397028884,..,..,..,..,..,..,..,6.58741652542956,..,..,..,..,38796.5572974048,556.55001,..,..,..,5.6398046849565,5.6398046849565,147425.188415181,147425.188415181,138.80846024176,116.874075405794,116.874075405794,..,..,..,..,..,5.6398046849565,3847188743322.28,-3958975544353.11,546.75885,..,..,..,..,..,..,..,..
2022,YR2022,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,68.007832755618,..,154.930490046815,74.1666534227837,69484799617.1521,46.8548557834865,2.35401871048895,-11.6676864011446,4.93446038678862,..,16.4015116318478,14.94307044358,10.5301491332371,964.212982746744,24.709175,7.2951244864115,1222.60533878561,..,19.3784779706784,19.3486601290515,621.385427697411,621.385427697411,52.446027276241,49.4232837396802,49.4232837396802,7.4533683625334,14.7484928489449,..,..,..,19.3784779706784,24975468957.6188,45193942102.516,24.7091747565789,..,-23.205748142401,..,..,..,..,..,..
2022,YR2022,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,4.6958335,..,5.64748038510123,8.45774156853804,0.30429836634002,..,85.6146692761778,5021481000000,2.87099561636584,7.72258801414842,-0.846181927987777,6.16845668467852,..,40.0438158554069,10.313995875721,10.6003035204811,122.957183435409,10.114251277564,..,..,..,134.945545863567,134.943926143493,120.825148660454,120.825148660454,8.36929098869189,5.78193714856063,5.78193714856063,..,..,..,..,..,134.945545863567,10866911000000,175436372497.148,10.114251277564,84.8509487312802,..,..,-35.079659770687,..,..,..,..
2022,YR2022,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,4.3320002,..,7.8835389255372,..,0.685278111399222,..,..,..,..,..,..,..,..,..,..,35.0488161735867,102.21728177187,0.9548325,-0.1522561575,..,..,..,..,102.744203027556,102.744203027556,2.83502798644463,2.4971595038279,2.4971595038279,2.79897989333333,2.64672373583333,..,223.66388401479,1830524610000,..,..,..,0.9548325,105.830512204627,0.145920367675993,..,-19.7964326708619,105.713185841998,865184780000,47.2643,..
2022,YR2022,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3750.205837,..,..,..,..,..,12713.5910863254,12713.5910863254,..,112.14365352308,112.14365352308,..,..,..,..,..,..,..,..,2505.74691085873,..,..,..,..,..,..,..,..
2022,YR2022,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,12.909999,..,56.6648879806437,..,328.059449902995,22.2140171020729,26252903049.5205,-7.56058170780225,0.618581659337278,-6.07824626098266,-3.3407131394116,12.1880195382449,5.83535523354024,6.61187614067759,3.49994655487018,..,11.031075,..,1827.05408237235,8.84730639883332,10.4170792945355,9.71186078016309,1322.75821003773,1322.75821003773,..,8.26227281475744,8.26227281475744,..,..,..,..,..,10.1414015643962,10027902584.35,34949110673.1209,11.031075,..,..,..,..,..,..,..,..
2022,YR2022,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,8.29888866666667,1.25555566666667,12.1237373977365,15.1846799800861,6.4329580835226,35.941642903597,22.1148740432464,38580012239285.8,11.6383030690923,..,7.22951960219613,5.83812853918114,..,14.5505566225677,15.5501813277362,2.34773521988818,209.475523539762,2302.399858,..,516.999840213842,..,15.1576772705188,15.1010796525317,130.539121456213,130.539121456213,4.35027204269101,2.76261483337198,2.76261483337198,..,..,22,8.83842187324102,6696870000,15.1576772705188,37557272116094.6,7845536955050.95,..,..,..,..,..,0.0389072323075027,29480000,0.4402,..
2022,YR2022,Thailand,THA,..,..,..,..,..,..,..,..,..,..,6.57214285714286,2.02952385714286,10.2967672873081,17.3464159621676,2.84095097015638,349.259668490044,143.826499396809,24994190639152.3,3.87577190401605,3.29269018681384,1.05683026294501,32.358915216634,163.82094118595,3.29867710334395,2.13740048458525,8.7089569765143,120.598688742159,35.0614,0.51,1450.32000670301,196.179856402583,156.452254551767,121.043055756748,162.773701569878,162.773701569878,6.07741228434321,4.76699578735654,4.76699578735654,2.62833333333333,3.13833333333333,810,121.932990901677,604355030000,121.06251553303,25447239412310.2,7570461122876.01,35.0613502144776,..,-1.55455679699823,2.4725,-1.0108857195724,96.4812449335439,478204670000,79.1264,..
2022,YR2022,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,6.34916534606608,..,52.8225829474538,37.861753157027,1214829940.09118,8.60509618570337,1.46222348881556,-17.3226910603846,-30.5025538991083,..,9.35281508022322,9.35281508022322,5.48129792567132,163.666186829181,1,0.605390473627222,644.081054693076,..,12.723625764127,12.5998224826897,148.458565426552,148.458565426552,7.00530945399787,11.4585263071185,11.4585263071185,10.3991016058441,11.0044920794713,..,..,..,12.723625764127,-570453621.403323,2242471833.32079,1,..,-0.407357106441624,..,..,..,..,..,..
2022,YR2022,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,0.51,..,5.46302381931638,..,30.3538744284485,51.1752250688706,2607782001537,15.3624655849792,..,7.82888548983838,3.64620492785221,..,10.5506741999215,8.4729587628427,4.93154934222167,129.610336993973,623.759701,..,184.392700403484,..,28.1263423031561,28.0806705142873,108.327813521577,108.327813521577,7.96757361617945,4.15581315078867,4.15581315078867,..,..,..,..,..,28.1263423031561,1849340284543,1080222425208.73,623.759700911182,95.8189783009805,..,..,..,..,..,..,..
2022,YR2022,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,4.7133335,15.2163259322645,94.1237474211612,8.26126966134645,..,72.3076172388816,851187937.38,3.60913122262904,0.9976558686332,-4.14543065542286,-22.4381491150034,..,2.26013735611971,2.93606505717499,..,150.438740351379,2.271751,1.65068335655342,..,..,38.6262031254017,38.2636061939037,115.462570482083,115.462570482083,10.9713652903022,2.07802980858338,2.07802980858338,6.20852327350553,7.85920663005895,..,..,..,38.6262031254017,233325891.395,815129588.869595,2.32792982731644,..,5.66348785563008,..,..,..,..,..,..
2022,YR2022,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,11.5610699329419,17.1268387166849,3.09343080218533,..,60.3668879594886,122535638060.84,1.86699431028495,2.6553406954898,-2.96486624595316,5.4390127211207,..,3.96259118674666,3.57669289075221,9.43971651805164,155.562483405851,6.754129,1.5,..,..,35.0118940662202,34.9562764761937,135.002261257104,135.002261257104,5.82838638517959,20.8145233815985,20.8145233815985,5.98958333333333,7.48958333333333,..,..,..,35.0118940662202,95352378063.33,70243526099.4702,6.75412896099475,128.558638488434,-11.029253499745,6.84208333333333,-6.34029828652426,..,..,..,..
2022,YR2022,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,8.9175,..,6.95044216767653,..,249.046958564085,79.835097395281,110504308905.36,9.13387825590637,4.39694330497506,2.88071376075994,13.4986436698031,..,8.10145778589327,6.88964055969732,22.1065341121696,187.846106359388,3.1049,..,..,..,66.497374115203,66.4577463128655,146.159422341603,146.159422341603,8.30646124447623,3.05495595357709,3.05495595357709,..,..,82,17.3931843107393,7753840000,66.497374115203,130939619790.595,5957943390.63192,3.1036,86.4265607458857,..,..,-3.14407443529631,1.27898846229149,570170000,7.3533,..
2022,YR2022,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,14.713334,2.43916675,8.20392470211762,21.0534995988291,1.97901752159553,940.407589694233,55.4957759875688,8330901568784.03,60.3393272630693,3.91045481926255,17.8480927125297,17.9083738266847,55.9638068959921,52.605148873197,47.428023041511,14.6389698175253,542.438807922272,16.54886,27.0408333333333,2182.9081795834,73.8721807226768,54.500073637679,48.3514886073145,707.413034648407,707.413034648407,72.3088359891207,96.0361986700837,96.0361986700837,..,..,461,36.3801470009873,330011020000,48.3514886073145,9933351261879.7,822003296626.481,16.5488604173067,..,..,..,105.779812814698,98.5847664248596,894280590000,270.9851,..
2022,YR2022,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,..,..,..,..,..,280.460779387872,280.460779387872,..,11.0418828298503,11.0418828298503,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2022,YR2022,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,140.133625169512,140.133625169512,..,10.6403018542625,10.6403018542625,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..
